t,x,y,z
0.0,17.67715816276679,12.931379185960404,43.91404334248268
0.01,17.080713317278136,13.131289157782305,49.36090599241302
0.02,16.42593358479466,13.32539903989607,55.14522385031115
0.03,15.710464327596071,13.513049264556372,61.175722454418064
0.04,14.932138282948602,13.693556913121526,67.35444890344739
0.05,14.088904876916054,13.866275849568956,73.57058857870217
0.06,13.182204023276075,14.030587823491707,79.65910324382007
0.07,12.215117922730823,14.185851199712198,85.44069301643101
0.08,11.190215291307611,14.33139052628077,90.72858131416609
0.09,10.113712918584646,14.466663399326395,95.33660066286669
0.1,8.994871720712096,14.591261575641592,99.09042585712949
0.11,7.842417750624076,14.704670918456474,101.80936141052005
0.12,6.666746054979677,14.806538436259695,103.38359778436156
0.13,5.480666356835754,14.896861744090604,103.7694467331817
0.14,4.296958064212551,14.975543767385942,102.92327035524895
0.15,3.1273477374971446,15.042474304320177,100.87743387335357
0.16,1.9827241662426296,15.098016190899543,97.74815454929575
0.17,0.8741741925379434,15.142462132225473,93.65728512485742
0.18,-0.18935877601188444,15.176073140972434,88.76675089901183
0.19,-1.2016220434579594,15.199416199757565,83.26528196762928
0.2,-2.156279280782368,15.212952899008577,77.34403114447893
0.21,-3.050757574548891,15.217263745003818,71.18026673814079
0.22,-3.8831576262744343,15.212972136281245,64.94961988042677
0.23,-4.653076476332867,15.200650740484647,58.79552410216637
0.24,-5.3625707925691835,15.180897563045908,52.824800795187414
0.25,-6.013870771136218,15.15433104828249,47.14060474301117
0.26,-6.610060397266225,15.121528024479536,41.80634219556167
0.27,-7.15458271686817,15.082938381652404,36.857845102101095
0.28,-7.651076328032019,15.03902387993535,32.327962492627314
0.29,-8.105347515362798,14.990398654599122,28.20839254449685
0.3,-8.5209171084058,14.937397909356223,24.490449183865508
0.31,-8.900438817811127,14.880271672591535,21.172943695624504
0.32,-9.246667342606262,14.819276889460482,18.253193057973622
0.33,-9.567405989532093,14.755005578145012,15.647916294397628
0.34,-9.86669174346045,14.687759788515063,13.31194405608776
0.35000000000000003,-10.1450820131411,14.617597407968226,11.248377368355168
0.36,-10.403134207323797,14.544576323902096,9.46031725651101
0.37,-10.641405734758306,14.468754423714266,7.95086474586641
0.38,-10.860648990840149,14.390201571617906,6.719861603359198
0.39,-11.06671458541592,14.309297422384399,5.679693023620356
0.4,-11.262655390761632,14.226241028631039,4.78367865183288
0.41000000000000003,-11.449190364052559,14.141086732058941,4.023249072711559
0.42,-11.627329860866954,14.053905372386195,3.3846799814243336
0.43,-11.799021057458761,13.964819222876892,2.8366145792598982
0.44,-11.964831168665553,13.873870220283452,2.3706509094496377
0.45,-12.125142989442935,13.7810897354779,1.981567183929996
0.46,-12.280774877933245,13.686532672105368,1.6561254197620363
0.47000000000000003,-12.432628104248218,13.590257462994913,1.3788377330065718
0.48,-12.58091684475645,13.492284799645947,1.1463903127699007
0.49,-12.725894630154972,13.392637406634885,0.9547280950204455
0.5,-12.868165331231866,13.291356057315623,0.793053214682787
0.51,-13.007955836778713,13.188461616679577,0.6573005830584009
0.52,-13.145381885996091,13.083969138754268,0.54545503605033
0.53,-13.280717609224801,12.977901511714308,0.45242325327536753
0.54,-13.414161506470624,12.870277832893084,0.37438553364606586
0.55,-13.545775139976826,12.761110406095614,0.31010322205162777
